tipo_registro,entidad,nit_entidad,departamento_entidad,id_proceso,referencia,nombre_proceso,descripcion,fecha_publicacion,precio_base,modalidad,adjudicado,proveedor,nit_proveedor,departamento_proveedor,valor_adjudicado,url_secop,noticias_entidad,nivel_menciones,es_proceso_candidato_s05,es_entidad_candidata_s05
candidato_s05,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE),899999027,Distrito Capital de Bogotá,CO1.REQ.2577563,EDP-545-2022,TS_MERCADO_2022_GEIH_TH Prestación de servicios profesionales para procesar la información de la GEIH para el análisis de resultados y generación de nuevos indicadores de migración laboral y series de,TS_MERCADO_2022_GEIH_TH Prestación de servicios profesionales para procesar la información de la GEIH para el análisis de resultados y generación de nuevos indicadores de migración laboral y series de mercado laboral desestacionalizadas.,,57333333,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2597221,3,baja,True,True
candidato_s05,(Secretaría Distrital de Integración Social),8999990619,Distrito Capital de Bogotá,CO1.REQ.5610848,SDIS-CPS-302405-2024,CONTRATO DE PRESTACIÓN DE SERVICIOS PROFESIONALES,"PRESTAR SERVICIOS PROFESIONALES A LA SUBDIRECCION DE CONTRATACION, EN 
LOS DIFERENTES TRAMITES CONTRACTUALES QUE LE SEAN ASIGNADOS.",,53579880,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5507297,2,baja,True,True
candidato_s05,GOBERNACION DEL CHOCÓ.,891680010,No Definido,CO1.REQ.6085225,CD-PS-GDCH-186SS-2024,PRESTACION DE SERVICIOS,"PRESTACIÓN DE SERVICIOS PROFESIONALES DE UN
(A) NUTRICIONISTA, QUE SIRVA DE APOYO A LA 
DIMENSION DE SEGURIDAD ALIMENTARIA Y 
NUTRICIONAL DE LA SECRETARIA DE SALUD 
DEPARTAMENTAL DEL CHOCO",,24000000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5973718,2,baja,True,True
candidato_s05,CENTRO NACIONAL DE MEMORIA  HISTORICA,900492141,Distrito Capital de Bogotá,CO1.REQ.9999054,427-2026,Prestar servicios profesionales al Centro Nacional de Memoria Histórica para apoyar el proceso curatorial de los dispositivos de apropiación social originados en la estrategia de investigación- creaci,"Prestar servicios profesionales al Centro Nacional de Memoria Histórica para apoyar el proceso curatorial de los dispositivos de apropiación social originados en la estrategia de investigación-creación denominada Voces en movimiento, en el marco del proyecto de inversión  Adecuación del Mecanismo no Judicial de Contribución a la Verdad y la Memoria Histórica en el Marco de la Paz Total .",,53088112,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9849815,1,baja,True,True
candidato_s05,FONDO UNICO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,8001316486,Distrito Capital de Bogotá,CO1.REQ.5496747,FTIC-PS-012-2024,SEBASTIAN ORLANDO TRIANA DURAN,"Prestar servicios profesionales al Ministerio/Fondo Único de TIC en la revisión y verificación de la información técnica en el trámite de la gestión de contratación para desarrollar los objetivos estratégicos y misionales de la entidad, en articulación con el Modelo Integrado de Gestión (MIG).",,113508000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5391230,3,baja,True,True
candidato_s05,DEPARTAMENTO DEL META,8920001488,Meta,CO1.REQ.4164181,SSM-CD-1232-2023,ASISTIR Y APOYAR A LAS ENTIDADES TERRITORIALES Y SU RED PRESTADORA PUBLICA Y PRIVADA EN EL SEGUIMIENTO DE LA APLICACIÓN DE LOS LINEAMIENTOS TECNICOS Y OPERATIVOS DEL PROGRAMA DE TURBERCULOSIS Y HANSEN,ASISTIR Y APOYAR A LAS ENTIDADES TERRITORIALES Y SU RED PRESTADORA PUBLICA Y PRIVADA EN EL SEGUIMIENTO DE LA APLICACIÓN DE LOS LINEAMIENTOS TECNICOS Y OPERATIVOS DEL PROGRAMA DE TURBERCULOSIS Y HANSEN,,18000000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4068652,1,baja,True,True
candidato_s05,SECRETARIA DE EDUCACION DEL DISTRITO,8999990619,Distrito Capital de Bogotá,CO1.REQ.1440311,SED-SCP-DIIP-PSP-186-2020,CATHERINE ALEXANDRA RODRIGUEZ URBINA,"Prestar servicios profesionales especializados  en la Dirección de Inclusión e Integración de Poblaciones, en el desarrollo de acciones técnicas orientadas al fortalecimiento de los procesos contra la explotación sexual comercial de niños, niñas y adolescentes- ESCNNA y la trata de personas, en articulación con la categoría de  Prevención y Protección con Enfoque de Género",,31250000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1395550,1,baja,True,True
candidato_s05,GOBIERNO DEPARTAMENTAL,8001136727,Tolima,CO1.REQ.4423663,CD-2023-PS-1370,PRESTACION DE SERVICIOS,"PRESTAR POR SUS PROPIOS MEDIOS Y CON PLENA AUTONOMÍA LOS SERVICIOS PROFESIONALES DE UNA PSICÓLOGA    PARA APOYAR, FORTALECER LAS INSTANCIAS DE PARTICIPACIÓN COMUNITARIA EN SALUD, EN DESARROLLO DEL.  PROYECTO FORTALECIMIENTO DE LA AUTORIDAD SANITARIA DESDE LA INSPECCIÓN, VIGILANCIA Y CONTROL EN EL TOLIMA.",,32000000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4326132,4,baja,True,True
candidato_s05,ALCALDÍA DE POPAYÁN,891580006,Cauca,CO1.REQ.8014897,MP-SD-CD-080-2025,PRESTAR SERVICIOS DE APOYO A LA GESTION  A LA SECRETARIA DE DESARROLLO  AGROAMBIENTAL Y DE FOMENTO ECONOMICO QUE PERMITAN  LA EJECUCION DEL PROYECTO  DENOMINADO FORTALECIMIENTO INTEGRAL DE LA GESTION,PRESTAR SERVICIOS DE APOYO A LA GESTION  A LA SECRETARIA DE DESARROLLO AGROAMBIENTAL Y DE FOMENTO ECONOMICO QUE PERMITAN  LA EJECUCION DEL PROYECTO DENOMINADO FORTALECIMIENTO INTEGRAL DE LA GESTION AMBIENTAL URBANA Y RURAL EN EL MUNICIPIO DE POPAYAN LEY 99 DE 93,,13800000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7897148,1,baja,True,True
candidato_s05,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,899999007,Distrito Capital de Bogotá,CO1.REQ.1695423,CD 017 DE 2021,CONTRATACION DIRECTA 017 DE 2021,CONTRATACION DE UN (1) AUXILIAR ADMINISTRATIVO DE APOYO A LAS ACTIVIDADES DOCUMENTALES Y ADMINISTRATIVAS QUE SE REQUIERAN EN LA DIRECCIÓN DE CONTRATACIÓN DE LA SNR.,,23115434,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1642752,9,media,True,True
candidato_s05,"Ministerio de las Culturas, las Artes y los Saberes",830034348,Distrito Capital de Bogotá,CO1.REQ.2534601,MC MIS 041 2021,CONTRATO DE LICENCIA,"EL LICENCIANTE otorga a EL LICENCIATARIO una licencia de uso no exclusivo de los derechos patrimoniales de autor establecidos en el presente documento de la obra  Guerrera Ancestral, en adelante LA OBRA en los términos establecidos en el presente documento.",,10000000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2470904,1,baja,True,True
candidato_s05,GOBERNACION DE SUCRE,892280021,Sucre,CO1.REQ.8966375,CPS-851-2025,PRESTACION DE SERVICIOS PROFESIONALES,PRESTACION DE SERVICIOS PROFESIONALES DE UN ECONOMISTA PARA BRINDAR APOYO Y ACOMPAÑAMIENTO EN LA SUBSECRETARIA DE GESTION DE RECURSOS FISICOS.,,9000000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8832611,1,baja,True,True
candidato_s05,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,899999028,Distrito Capital de Bogotá,CO1.REQ.9917865,PS-0040-2026,DIEGO MAURICIO MORENO VARGAS,"DCAF_045 PRESTACIÓN DE SERVICIOS PROFESIONALES PARA APOYAR A LA DIRECCIÓN DE CADENAS AGRÍCOLAS Y FORESTALES EN EL FORTALECIMIENTO DE LA AGRICULTURA CAMPESINA, FAMILIAR Y COMUNITARIA, CON ÉNFASIS EN LA PRODUCTIVIDAD SOSTENIBLE DE LAS CADENAS AGRÍCOLAS DE CULTIVOS TRANSITORIOS.",,77466667,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9775833,4,baja,True,True
candidato_s05,SECRETARIA DE EDUCACION DEL DISTRITO,8999990619,Distrito Capital de Bogotá,CO1.REQ.6034319,SED-SAP-DC-PSP-27-2024,SANDRA XIMENA SANCHEZ RINCON,Prestar servicios de apoyo a la gestión a la Dirección de cobertura para la gestión administrativa relacionada con los procesos de matricula y de permanencia de la población escolar,,24052000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5992647,1,baja,True,True
candidato_s05,ALCALDIA DE PASTO,891280000,Nariño,CO1.REQ.5298556,CD-2023-4254,CONTRATO DE PRESTACIÓN DE SERVICIOS PROFESIONALES O DE APOYO A LA GESTIÓN,"Prestar sus servicios de APOYO A LA GESTIÓN, con plena autonomía técnica y administrativa en la Secretaría de Salud, contemplados dentro del proyecto  CONTROL DE EVENTOS DE VIGILANCIA EN SALUD PUBLICA VIGENCIA 2023 EN EL MUNICIPIO DE PASTO , código BPIN 2022520010041.",,1700000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5194646,1,baja,True,True
candidato_s05,AREA METROPOLITANA DEL VALLE DE ABURRA,890984423,Antioquia,CO1.REQ.2683077,2644,APOYAR A LA SUBDIRECCIÓN DE COOPERACIÓN Y CONVENIOS EN LA GESTIÓN DE RECURSOS DE COOPERACIÓN NACIONAL E INTERNACIONAL; Y DE ALIANZAS QUE FORTALEZCAN LOS PROGRAMAS Y PROYECTOS ESTRATÉGICOS METROPOLITAN,"APOYAR A LA SUBDIRECCIÓN DE COOPERACIÓN Y CONVENIOS EN LA GESTIÓN DE RECURSOS DE COOPERACIÓN NACIONAL E INTERNACIONAL, Y DE ALIANZAS QUE FORTALEZCAN LOS PROGRAMAS Y PROYECTOS ESTRATÉGICOS METROPOLITANOS",,64615640,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2632211,19,media,True,True
candidato_s05,GOBIERNO DEPARTAMENTAL,8001136727,Tolima,CO1.REQ.9406823,CD-2025-PS-4806,PRESTAR POR SUS PROPIOS MEDIOS Y CON PLENA AUTONOMÍA; LOS SERVICIOS DE APOYO A LA GESTIÓN; PARA BRINDAR ACOMPAÑAMIENTO A LA SECRETARÍA DE CULTURA Y TURISMO DE LA GOBERNACIÓN DEL TOLIMA,No definido,,9000000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9266251,4,baja,True,True
candidato_s05,(Secretaría Distrital de Integración Social),8999990619,Distrito Capital de Bogotá,CO1.REQ.2016461,275551,PRESTAR  SERVICIOS  PROFESIONALES,PRESTAR SERVICIOS PROFESIONALES PARA PROMOVER EL DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA EN LOS SERVICIOS DE EDUCACION INICIAL CON ENFOQUE DE ATENCION INTEGRAL DE LA SDIS EN EL MARCO DEL SISTEMA DISTRITAL DE CUIDADO,,26072000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2046841,2,baja,True,True
candidato_s05,DISTRITO ESPECIAL INDUSTRIAL Y PORTUARIO DE BARRANQUILLA,890102018,Atlántico,CO1.REQ.1286743,CD-48-2020-0288,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN PARA EL DESARROLLO DE LAS ACTIVIDADES LOGISTICAS DE ATENCIÓN AL CIUDADANO,"PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN PARA EL DESARROLLO DE LAS ACTIVIDADES LOGÍSTICAS DE ATENCIÓN AL CIUDADANO DE LA ENTIDAD, RELACIONADOS CON LA GESTIÓN ADMINISTRATIVA DE LA SECRETARÍA GENERAL DEL DISTRITO ESPECIAL, INDUSTRIAL Y PORTUARIO DE BARRANQUILLA.",,25064000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1243797,3,baja,True,True
candidato_s05,PROCURADURIA GENERAL DE LA NACION,899999119,Distrito Capital de Bogotá,CO1.REQ.1985801,123-2021,FELIPE ESTIBEN DIAZ PALACIOS,"PRESTAR SERVICIOS DE APOYO A LA GESTIÓN EN EL TRÁMITE DE RECEPCIÓN, CLASIFICACIÓN Y DISTRIBUCIÓN DE LAS PQRSD RECIBIDAS A TRAVÉS DEL CANAL VIRTUAL DE ATENCIÓN DE LA PGN CON LO CUAL SE CONTRIBUYE A IMPLEMENTAR LA MESA DE ATENCIÓN AL CIUDADANO EN EL MARCO DEL PROYECTO DE INVERSIÓN DENOMINADO MEJORAMIENTO DE LA GESTIÓN INSTITUCIONAL DE LA PROCURADURÍA GENERAL DE LA NACIÓN A NIVEL NACIONAL CON CÓDIGO BPIN 2018011000064.",,5400000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1929391,195,alta,True,True
candidato_s05,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,899999028,Distrito Capital de Bogotá,CO1.REQ.1779960,PS-0236-2021,PS-0236-2021,"Prestar los servicios profesionales en los procesos de monitoreo y seguimiento a políticas de generación de ingresos, en las áreas asociadas al desarrollo territorial y en la atención a los planes de acción.",,99381981,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1726356,4,baja,True,True
candidato_s05,CAMARA DE REPRESENTANTES,899999098,Distrito Capital de Bogotá,CO1.REQ.6838392,CPS_2494_2024,CPS_2494_2024,"PRESTACIÓN DE SERVICIOS PARA APOYAR A LA SECRETARIA GENERAL DE LA CÁMARA DE REPRESENTANTES EN LA GESTIÓN DE LOS DIFERENTES ASUNTOS ADMINISTRATIVOS DE LA DEPENDENCIA, ASÍ COMO EN EL SEGUIMIENTO A LOS CONTRATOS DEL ÁREA",,11333333,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6720422,29,alta,True,True
candidato_s05,FONDO UNICO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,8001316486,Distrito Capital de Bogotá,CO1.REQ.689907,FTIC-PS-241-2019,ISABEL CAICEDO,"Prestar sus servicios profesionales de apoyo a la planeación, desarrollo, seguimiento y evaluación técnica que requieran las iniciativas y los programas de la Subdirección de Cultura Digital del Ministerio de Tecnologías de la Información y las Comunicaciones para la creación de contenidos que fomenten el uso y apropiación de las TIC.",,72119988,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.660214,3,baja,True,True
candidato_s05,"SECRETARIA DISTRITAL DE SEGURIDAD, CONVIVENCIA Y JUSTICIA",899999061,Distrito Capital de Bogotá,CO1.REQ.1551224,SCJ-CD-1002-2020,CAROOL KATHERINE RUIZ VELANDIA,"PRESTAR LOS SERVICIOS DE APOYO A LA GESTIÓN, A LA SUBSECRETARÍA DE SEGURIDAD Y CONVIVENCIA PARA EL DESARROLLO DE ACCIONES DE PREVENCIÓN, COMUNICACIÓN, MONITOREO Y MEDIACIÓN EN LOS PROCESOS DE MOVILIZACIÓN CIUDADANA Y EN LA IMPLEMENTACIÓN DE ACCIONES DE LA POLÍTICA DE SEGURIDAD Y CONVIVENCIA EN EL DISTRITO PARA MEJORAR LAS CONDICIONES DE SEGURIDAD EN EL DISTRITO CAPITAL",,7377000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1508261,1,baja,True,True
candidato_s05,(Secretaría Distrital de Integración Social),8999990619,Distrito Capital de Bogotá,CO1.REQ.6104461,SDIS-CPS-310490-2024,PRESTAR SERVICIOS DE APOYO A LA GESTION PARA LA EJECUCION DE LAS ACTIVIDADES ADMINISTRATIVAS OPERATIVAS Y CONTRACTUALES EN EL MARCO DE LOS SERVICIOS SOCIALES DE LA SUBDIRECCION PARA LA DISCAPACIDAD Y,PRESTAR SERVICIOS DE APOYO A LA GESTION PARA LA EJECUCION DE LAS ACTIVIDADES ADMINISTRATIVAS OPERATIVAS Y CONTRACTUALES EN EL MARCO DE LOS SERVICIOS SOCIALES DE LA SUBDIRECCION PARA LA DISCAPACIDAD Y LOS LINEAMIENTOS INSTITUCIONALES VIGENTES,,20000000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5992990,2,baja,True,True
candidato_s05,MINISTERIO DE MINAS Y ENERGIA,899999022,Distrito Capital de Bogotá,CO1.REQ.2604471,CD- 683 -2022,apoyar al Grupo de Soluciones Digitales en las actividades relacionadas con la actualización,Contratar los servicios profesionales con plena autonomía para apoyar al Grupo de Soluciones Digitales en las actividades relacionadas con la actualización y seguimiento de las plataformas tecnológicas y en el seguimiento a los planes de acción para la mejora de la gestión en la ejecución de los proyectos de inversión,,95680000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2535756,10,media,True,True
candidato_s05,ALCALDÍA DE POPAYÁN,891580006,Cauca,CO1.REQ.1411347,MP-SP-CD-039-2020,PRESTAR SERVICIOS PROFESIONALES COMO ECONOMISTA A LA SECRETARÍA DE PLANEACIÓN; EN EL PROCESO DE REVISIÓN Y AJUSTE AL PLAN DE ORDENAMIENTO TERRITORIAL,"PRESTAR SERVICIOS PROFESIONALES COMO ECONOMISTA A LA SECRETARÍA DE PLANEACIÓN, EN EL PROCESO DE REVISIÓN Y AJUSTE AL PLAN DE ORDENAMIENTO TERRITORIAL, EN EL MARCO DEL PROYECTO IMPLEMENTACIÓN DEL PROGRAMA DE PLANEACIÓN 2020 PARA LA REVISIÓN, AJUSTE Y/O FORMULACIÓN DEL PLAN DE ORDENAMIENTO TERRITORIAL EN EL MUNICIPIO DE POPAYÁN",,17400000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1374133,1,baja,True,True
candidato_s05,(Secretaría Distrital de Integración Social),8999990619,Distrito Capital de Bogotá,CO1.REQ.5745609,SDIS-CPS-306366-2024,PRESTAR SERVICIOS DE APOYO A LA GESTION PARA APOYAR; ACOMPANAR Y REALIZAR LA ATENCION INTEGRAL A LA POBLACION HABITANTE DE CALLE Y EN RIESGO DE ESTARLO EN EL MARCO DEL PROYECTO DE INVERSION 7757 IMPLE,"PRESTAR SERVICIOS DE APOYO A LA GESTION PARA APOYAR, ACOMPANAR Y REALIZAR LA ATENCION INTEGRAL A LA POBLACION HABITANTE DE CALLE Y EN RIESGO DE ESTARLO EN EL MARCO DEL PROYECTO DE INVERSION 7757 IMPLEMENTACION DE ESTRATEGIAS Y
SERVICIOS INTEGRALES PARA EL ABORDAJE DEL FENOMENO DE HABITABILIDAD EN CALLE EN BOGOTA",,25939440,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5636606,2,baja,True,True
candidato_s05,SECRETARIA DISTRITAL DE LA MUJER,899999061,Distrito Capital de Bogotá,CO1.REQ.5560925,CD-PS-049-2024,Prestar servicios profesionales a la Dirección de Contratación en las actividades relacionadas con la gestión contractual en procesos de baja complejidad,"Prestar servicios profesionales a la Dirección de Contratación en las actividades relacionadas con la gestión contractual en procesos de baja complejidad, incluidas las etapas de contratación, ejecución y liquidación de los mismos, y el acompañamiento jurídico de los asuntos asignados.",,43517500,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5454271,1,baja,True,True
candidato_s05,GOBIERNO DEPARTAMENTAL,8001136727,Tolima,CO1.REQ.1846091,CD-2021-PS-0560,PRESTACION DE SERVICIOS PROFESIONALES,"CONTRATAR LA PRESTACION DE SERVICIOS PROFESIONALES DE UN LICENCIADO ESPECIALIZADO EN GERENCIA DE INSTITUCIONES EDUCATIVAS, PARA APOYAR LA PROMOCION DE LA CONVIVENCIA A TRAVES DE LOS GESTORES DE PAZ EN EL DEPARTAMENTO EN DESARROLLO DEL PROYECTO DE  FORTALECIMIENTO DE LOS DERECHOS HUMANOS MEDIANTE LA PROMOCION DE LA CONVIVENCIA, CONFIANZA, PROTECCION, ATENCION A LIDERES, LIDERESAS Y POBLACION VULNERABLE EN DEPARTAMENTO DEL TOLIMA .",,38611800,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1792308,4,baja,True,True
candidato_s05,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE,830115395,Distrito Capital de Bogotá,CO1.REQ.1721969,CD 074 2021,RICARDO ALFREDO AHUMADA MORA,"Prestación de servicios profesionales al Grupo de Comunicaciones del Ministerio de Ambiente y Desarrollo
Sostenible, para elaborar, producir y apoyar el desarrollo de contenidos periodísticos en formato audiovisual
de los programas, proyectos y planes que adelanta la Entidad.",,84000000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1667600,4,baja,True,True
candidato_s05,DEPARTAMENTO DEL META,8920001488,Meta,CO1.REQ.4750867,GCSJ-CD-2760-2023,Asistir la implementación y seguimiento de las medidas de mitigación y adaptación al cambio climático establecidas en el PRICCO; para los municipios de El Calvario y San Juanito en el departamento del,"Asistir la implementación y seguimiento de las medidas de mitigación y adaptación al cambio climático establecidas en el PRICCO, para los municipios de El Calvario y San Juanito en el departamento del meta",,16942333,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4651756,1,baja,True,True
candidato_s05,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,899999028,Distrito Capital de Bogotá,CO1.REQ.708187,PS-049-2019,Prestar sus servicios profesionales en la formulación; estructuración y seguimiento del componente jurídico de los proyectos relacionados con la gestión administrativa del Ministerio de Agricultura y,"Prestar sus servicios profesionales en la formulación, estructuración y seguimiento del componente jurídico de los proyectos relacionados con la gestión administrativa del Ministerio de Agricultura y Desarrollo Rural",,99900000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.676575,4,baja,True,True
candidato_s05,CENTRO NACIONAL DE MEMORIA  HISTORICA,900492141,Distrito Capital de Bogotá,CO1.REQ.1163893,253-2020_2,RONYELIS GONZALEZ HERNANDEZ,"Prestar servicios de apoyo a la gestión para el fortalecimiento de Archivo, Plan de Riesgo Especial de Archivos READH (p) y Acopio de los Archivos DDHH a nivel regional, en el marco de los componentes de protección, apropiación y uso social de los archivos y colecciones incluidos en el READH (p)",,26918340,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1125588,1,baja,True,True
candidato_s05,GOBERNACION DEL CHOCÓ.,891680010,No Definido,CO1.REQ.4678298,CD-PS-GDCH-306SS-2023,PRESTACIÒN DE SERVICIOS,PRESTACIÓN DE LOS SERVICIOS PROFESIONALES DE UN (A) TRABAJADOR (A) SOCIAL QUE SIRVA DE APOYO EN LOS PROCESOS QUE SE ADELANTAN EN LA DIMENSIÓN DE GESTIÓN DIFERENCIAL DE POBLACIONES VULNERABLES DE LA SECRETARIA DE SALUD DEPARTAMENTAL.,,9200000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4580061,2,baja,True,True
candidato_s05,CAMARA DE REPRESENTANTES,899999098,Distrito Capital de Bogotá,CO1.REQ.5805525,CPS_0536_2024,CPS_0536_2024,"PRESTAR SERVICIOS PROFESIONALES DE ABOGADO EN LA COMISION SEXTA CONSTITUCIONAL PERMANENTE DE LA CAMARA DE REPRESENTANTES EN EL ANALISIS JURIDICO DE LOS PROYECTOS DE LEY Y LOS DEBATES DE CONTROL POLITICO QUE SE ADELANTEN EN DICHA COMISION, AL IGUAL, QUE EN LA ELABORACION DE DOCUMENTOS JURIDICOS QUE SE EMITAN DESDE LA SECRETARIA DE LA COMISION SEXTA.",,20000000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5696451,29,alta,True,True
candidato_s05,(Secretaría Distrital de Integración Social),8999990619,Distrito Capital de Bogotá,CO1.REQ.2134134,277674,PRESTACION DE SERVICIOS DE APOYO A LA GESTION,PRESTAR SERVICIOS DE APOYO A LA GESTIÓN PARA PROMOVER EL DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA EN LOS SERVICIOS DE EDUCACIÓN INICIAL CON ENFOQUE DE ATENCIÓN INTEGRAL DE LA SDIS EN EL MARCO DEL SISTEMA DISTRITAL DE CUIDADO,,17384000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2103175,2,baja,True,True
candidato_s05,SECRETARIA DE EDUCACION DEL DISTRITO,8999990619,Distrito Capital de Bogotá,CO1.REQ.2591023,SED-SII-DGECD-PSP-11-2022,SANDRA BEATRIZ GALVIS GARCIA,"Prestar servicios profesionales a la Dirección General de Educación y Colegios Distritales y a las
Direcciones Locales de Educación para apoyar la planeación, ejecución y seguimiento de las actividades que surjan
a partir de los desarrollos propios de la fase de implementación del Modelo de Gestión Institucional en los diferentes
niveles de organización de la SED",,78012000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2574257,1,baja,True,True
candidato_s05,AGENCIA DE DESARROLLO RURAL,900948958,Distrito Capital de Bogotá,CO1.REQ.10082050,NPAA4472026,Prestar los servicios de apoyo en el seguimiento y actualización del banco de proyectos y las  diferentes bases de datos de la Dirección de Calificación y Financiación; desde la Ruta PIDAR.,"Prestar los servicios de apoyo en el seguimiento y actualización del banco de proyectos y las 
diferentes bases de datos de la Dirección de Calificación y Financiación, desde la Ruta PIDAR.",,25500000,Contratación directa,No,,,,,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9936940,8,media,True,True
